game_id,seed,block_seed,shift,setup,my_power,my_agent,opp_agent,ablation,end_reason,final_phase,num_phases,agent_AUSTRIA,agent_ENGLAND,agent_FRANCE,agent_GERMANY,agent_ITALY,agent_RUSSIA,agent_TURKEY,sc_AUSTRIA,sc_ENGLAND,sc_FRANCE,sc_GERMANY,sc_ITALY,sc_RUSSIA,sc_TURKEY,sos_AUSTRIA,sos_ENGLAND,sos_FRANCE,sos_GERMANY,sos_ITALY,sos_RUSSIA,sos_TURKEY,c1_AUSTRIA,c2_AUSTRIA,c3_AUSTRIA,c4_AUSTRIA,c1_ENGLAND,c2_ENGLAND,c3_ENGLAND,c4_ENGLAND,c1_FRANCE,c2_FRANCE,c3_FRANCE,c4_FRANCE,c1_GERMANY,c2_GERMANY,c3_GERMANY,c4_GERMANY,c1_ITALY,c2_ITALY,c3_ITALY,c4_ITALY,c1_RUSSIA,c2_RUSSIA,c3_RUSSIA,c4_RUSSIA,c1_TURKEY,c2_TURKEY,c3_TURKEY,c4_TURKEY,support_success_AUSTRIA,support_total_AUSTRIA,support_success_ENGLAND,support_total_ENGLAND,support_success_FRANCE,support_total_FRANCE,support_success_GERMANY,support_total_GERMANY,support_success_ITALY,support_total_ITALY,support_success_RUSSIA,support_total_RUSSIA,support_success_TURKEY,support_total_TURKEY
run_multi_block2_shift2_seed2002_v1_no_c12,2002,2,2,multi,AUSTRIA,consistent,dipnet,no_c12,max_phases,S1917M,60,consistent,consistent,cicero_nopress,cicero_nopress,dipnet,searchbot,searchbot,0,0,16,2,0,0,16,0.000000,0.000000,0.496124,0.007752,0.000000,0.000000,0.496124,0,0,0,0,0,0,0,0,5,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,9,13,18,69,224,23,78,18,18,2,2,98,243
run_multi_block2_shift3_seed2003_v1_no_c12,2003,2,3,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,59,cicero_nopress,cicero_nopress,dipnet,dipnet,searchbot,consistent,consistent,0,0,2,7,16,8,1,0.000000,0.000000,0.010695,0.131016,0.684492,0.171123,0.002674,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,4,1,0,0,1,1,0,0,0,1,0,0,7,12,10,32,37,57,26,47,66,101,47,91,9,27
run_multi_block3_shift0_seed3000_v1_no_c12,3000,3,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_ITALY,F1910R,45,cicero_nopress,searchbot,dipnet,searchbot,consistent,consistent,dipnet,0,2,4,7,21,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,27,17,53,21,66,51,70,26,38,22,28
run_multi_block3_shift1_seed3001_v1_no_c12,3001,3,1,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_GERMANY,F1909R,39,searchbot,consistent,cicero_nopress,consistent,dipnet,dipnet,cicero_nopress,2,1,1,19,7,0,4,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,6,0,0,0,2,0,0,19,41,12,16,19,32,47,58,30,45,4,12,14,39
run_multi_block3_shift2_seed3002_v1_no_c12,3002,3,2,multi,AUSTRIA,consistent,dipnet,no_c12,max_phases,F1915M,60,consistent,dipnet,searchbot,dipnet,cicero_nopress,cicero_nopress,searchbot,15,0,13,0,6,0,0,0.523256,0.000000,0.393023,0.000000,0.083721,0.000000,0.000000,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,53,191,13,16,93,173,12,23,32,104,7,24,1,7
run_multi_block3_shift3_seed3003_v1_no_c12,3003,3,3,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,58,dipnet,cicero_nopress,consistent,cicero_nopress,searchbot,searchbot,consistent,0,0,2,1,5,16,10,0.000000,0.000000,0.010363,0.002591,0.064767,0.663212,0.259067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,1,0,0,3,3,16,18,17,30,19,26,47,68,62,95,39,58
run_multi_block4_shift0_seed4000_v1_no_c12,4000,4,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_FRANCE,F1912R,54,searchbot,cicero_nopress,consistent,consistent,dipnet,searchbot,dipnet,2,2,18,1,0,11,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25,35,24,40,55,72,25,43,7,10,42,83,1,23
run_multi_block4_shift1_seed4001_v1_no_c12,4001,4,1,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,59,cicero_nopress,dipnet,searchbot,searchbot,consistent,cicero_nopress,consistent,0,0,4,0,12,9,9,0.000000,0.000000,0.049689,0.000000,0.447205,0.251553,0.251553,0,1,0,0,0,2,0,0,0,1,0,0,2,5,1,0,2,2,0,0,0,0,0,0,1,2,0,0,9,22,10,14,33,50,35,59,34,54,50,79,51,81
run_multi_block4_shift2_seed4002_v1_no_c12,4002,4,2,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,58,dipnet,consistent,cicero_nopress,cicero_nopress,searchbot,dipnet,searchbot,0,17,7,0,0,0,10,0.000000,0.659817,0.111872,0.000000,0.000000,0.000000,0.228311,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,13,67,91,44,69,29,49,33,57,8,12,62,85
run_multi_block5_shift2_seed5002_v1_no_c12,5002,5,2,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_TURKEY,F1909R,41,cicero_nopress,consistent,searchbot,dipnet,searchbot,dipnet,consistent,0,6,3,4,1,0,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,1,1,0,0,1,5,1,0,0,6,1,0,1,1,0,0,0,1,0,0,0,3,0,0,11,13,17,20,21,31,17,47,18,23,5,9,40,48
run_multi_block5_shift1_seed5001_v1_no_c12,5001,5,1,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_FRANCE,F1909R,39,consistent,dipnet,cicero_nopress,searchbot,cicero_nopress,searchbot,dipnet,0,0,18,0,6,10,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,17,17,9,10,44,60,14,26,20,42,22,56,6,22
run_multi_block4_shift3_seed4003_v1_no_c12,4003,4,3,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,59,consistent,searchbot,dipnet,dipnet,cicero_nopress,consistent,cicero_nopress,9,15,2,0,4,4,0,0.236842,0.657895,0.011696,0.000000,0.046784,0.046784,0.000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,46,61,56,90,12,17,18,36,41,52,28,55,6,16
run_multi_block5_shift0_seed5000_v1_no_c12,5000,5,0,multi,AUSTRIA,consistent,dipnet,no_c12,max_phases,F1913R,60,dipnet,searchbot,consistent,cicero_nopress,consistent,cicero_nopress,searchbot,0,14,0,0,15,2,3,0.000000,0.451613,0.000000,0.000000,0.518433,0.009217,0.020737,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,0,19,50,65,79,22,38,8,22,54,86,20,28,39,69
run_multi_block5_shift3_seed5003_v1_no_c12,5003,5,3,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_GERMANY,F1909R,41,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,0,0,0,18,2,0,14,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,2,2,1,1,0,1,0,0,0,1,0,0,9,13,14,19,13,17,43,52,19,21,10,16,40,41
run_multi_block6_shift1_seed6001_v1_no_c12,6001,6,1,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_FRANCE,F1909R,39,consistent,dipnet,consistent,searchbot,cicero_nopress,dipnet,cicero_nopress,9,0,18,0,7,0,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,3,0,0,0,3,0,3,0,1,0,0,2,5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,39,56,13,22,29,64,20,35,23,25,7,12,14,15
run_multi_block6_shift0_seed6000_v1_no_c12,6000,6,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_GERMANY,F1911R,48,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,dipnet,1,0,1,19,2,4,7,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,34,2,16,30,36,51,70,4,16,36,64,30,42
run_multi_block6_shift2_seed6002_v1_no_c12,6002,6,2,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_ENGLAND,F1909R,40,searchbot,cicero_nopress,searchbot,dipnet,consistent,cicero_nopress,consistent,5,19,0,2,5,0,3,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,4,0,0,1,3,0,0,0,1,2,0,1,3,2,0,3,3,0,0,0,0,0,0,0,2,0,0,23,44,30,36,8,16,33,49,18,24,5,16,7,32
run_multi_block7_shift1_seed7001_v1_no_c12,7001,7,1,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_GERMANY,F1910R,46,consistent,dipnet,cicero_nopress,consistent,searchbot,dipnet,cicero_nopress,6,0,1,19,4,0,4,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,1,0,0,0,1,0,0,1,0,0,26,47,11,11,18,39,54,62,18,31,6,8,29,44
run_multi_block6_shift3_seed6003_v1_no_c12,6003,6,3,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,60,dipnet,consistent,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,12,6,1,0,0,15,0.000000,0.354680,0.088670,0.002463,0.000000,0.000000,0.554187,1,1,0,0,0,2,0,0,1,4,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,2,0,0,7,14,48,56,50,68,44,77,30,52,19,19,51,69
run_multi_block7_shift0_seed7000_v1_no_c12,7000,7,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_ENGLAND,F1913R,57,cicero_nopress,consistent,searchbot,cicero_nopress,dipnet,consistent,searchbot,1,18,0,0,0,1,14,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,4,4,0,0,0,3,1,1,0,7,0,0,1,3,3,1,0,0,0,0,0,4,0,0,16,31,69,98,15,38,17,40,23,36,12,26,62,85
run_multi_block7_shift2_seed7002_v1_no_c12,7002,7,2,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_FRANCE,F1909R,39,dipnet,searchbot,consistent,dipnet,cicero_nopress,searchbot,consistent,0,1,18,0,10,5,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,11,31,20,33,38,44,13,19,31,43,19,31,6,19
run_multi_block8_shift0_seed8000_v1_no_c12,8000,8,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_ITALY,F1911R,48,consistent,searchbot,dipnet,searchbot,cicero_nopress,consistent,dipnet,0,0,15,0,18,1,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,1,4,0,1,4,3,1,0,1,0,0,1,1,0,0,0,1,0,0,26,39,9,9,38,64,16,37,47,72,23,46,3,29
run_multi_block7_shift3_seed7003_v1_no_c12,7003,7,3,multi,AUSTRIA,consistent,dipnet,no_c12,max_phases,F1913R,60,searchbot,cicero_nopress,dipnet,searchbot,consistent,cicero_nopress,dipnet,0,9,7,1,8,5,4,0.000000,0.343220,0.207627,0.004237,0.271186,0.105932,0.067797,0,1,2,0,0,0,0,0,0,2,3,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,17,27,27,36,42,67,38,61,53,64,29,54,25,74
run_multi_block8_shift1_seed8001_v1_no_c12,8001,8,1,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,57,dipnet,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,6,2,17,0,1,2,6,0.097297,0.010811,0.781081,0.000000,0.002703,0.010811,0.097297,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,37,84,24,38,54,82,23,34,19,24,27,40,31,55
run_multi_block8_shift3_seed8003_v1_no_c12,8003,8,3,multi,AUSTRIA,consistent,dipnet,no_c12,stop_after_W1913A,W1913A,56,cicero_nopress,dipnet,consistent,dipnet,searchbot,cicero_nopress,consistent,0,0,13,4,0,0,17,0.000000,0.000000,0.356540,0.033755,0.000000,0.000000,0.609705,0,1,0,0,0,0,0,0,3,6,0,0,2,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,19,26,19,26,39,86,27,100,26,39,8,11,80,117
run_multi_block8_shift2_seed8002_v1_no_c12,8002,8,2,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_TURKEY,F1912M,55,searchbot,consistent,cicero_nopress,consistent,dipnet,searchbot,cicero_nopress,0,2,8,6,0,0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,2,0,0,1,0,0,1,3,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,16,21,7,17,40,61,27,74,6,13,34,57,48,54
run_multi_block9_shift0_seed9000_v1_no_c12,9000,9,0,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_GERMANY,F1910R,45,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,0,1,0,19,3,5,6,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,3,1,0,2,6,21,27,12,12,48,62,24,44,25,41,18,45
run_multi_block9_shift2_seed9002_v1_no_c12,9002,9,2,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_ITALY,F1910R,43,cicero_nopress,searchbot,consistent,dipnet,consistent,dipnet,searchbot,0,11,5,0,18,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,5,9,36,61,12,32,15,20,54,72,11,16,14,35
run_multi_block9_shift1_seed9001_v1_no_c12,9001,9,1,multi,AUSTRIA,consistent,dipnet,no_c12,max_phases,S1915M,60,consistent,dipnet,searchbot,cicero_nopress,searchbot,cicero_nopress,dipnet,0,0,10,4,4,13,3,0.000000,0.000000,0.322581,0.051613,0.051613,0.545161,0.029032,1,9,0,0,0,2,0,1,4,2,0,0,0,2,0,0,9,8,0,0,1,4,0,0,1,3,0,0,7,38,13,18,71,112,24,71,42,61,57,115,42,71
run_multi_block9_shift3_seed9003_v1_no_c12,9003,9,3,multi,AUSTRIA,consistent,dipnet,no_c12,solo_18sc_TURKEY,F1912R,53,dipnet,consistent,cicero_nopress,searchbot,cicero_nopress,searchbot,consistent,0,14,1,0,1,0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,15,59,45,64,47,58,5,6,22,23,7,16,54,91
